zenodo_row_idx,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,Gender_lbl,Internet_lbl,Extracurricular_lbl,EduTech_lbl,Discussions_lbl,Motivation_lbl,StressLevel_lbl,Resources_lbl,FinalGrade_lbl,LearningStyle_lbl,attendance_norm,assignment_norm,exam_norm,motivation_norm,stress_norm,discussion_norm
10803,15,81,0,1,0,1,1,26,2,10,1,77,49,0,1,3,Male,Yes,Yes,No,Yes,High,Low,High,Fail,ReadWrite,0.5249999999999999,0.54,0.15000000000000002,0.0,0.5,1.0
10804,15,81,1,1,1,1,1,26,2,11,1,81,78,1,0,1,Male,Yes,Yes,Yes,Yes,Low,High,Low,Merit,ReadWrite,0.5249999999999999,0.6200000000000001,0.6333333333333334,0.5,0.0,1.0
10805,15,81,1,1,1,1,1,29,3,5,1,85,94,0,2,0,Male,Yes,Yes,No,Yes,Low,Medium,Low,Distinction,Visual,0.5249999999999999,0.7,0.9,0.5,1.0,1.0
10806,15,81,1,1,1,1,1,27,1,3,0,92,83,0,1,1,Male,Yes,Yes,No,No,Low,Low,Low,Merit,Kinesthetic,0.5249999999999999,0.8400000000000001,0.7166666666666667,0.5,0.5,0.0
10807,15,81,1,1,1,1,1,21,2,19,1,92,76,1,2,1,Male,Yes,Yes,Yes,Yes,Low,Medium,Low,Merit,ReadWrite,0.5249999999999999,0.8400000000000001,0.6,0.5,1.0,1.0
10808,15,81,1,1,1,1,1,26,2,10,1,77,49,0,1,3,Male,Yes,Yes,No,Yes,Low,Low,Low,Fail,ReadWrite,0.5249999999999999,0.54,0.15000000000000002,0.5,0.5,1.0
10809,18,72,2,1,1,1,0,26,0,5,0,63,47,1,0,3,Female,Yes,Yes,Yes,No,Low,High,Medium,Fail,Auditory,0.30000000000000004,0.26,0.1166666666666667,0.5,0.0,0.0
10810,18,72,2,1,1,1,0,22,0,11,1,79,63,0,2,2,Female,Yes,Yes,No,Yes,Low,Medium,Medium,Pass,Auditory,0.30000000000000004,0.5800000000000001,0.3833333333333334,0.5,1.0,1.0
10811,18,72,1,1,1,1,0,26,0,5,0,63,47,1,0,3,Female,Yes,Yes,Yes,No,Low,High,Low,Fail,Auditory,0.30000000000000004,0.26,0.1166666666666667,0.5,0.0,0.0
10812,18,72,1,1,1,1,0,22,0,11,1,79,63,0,2,2,Female,Yes,Yes,No,Yes,Low,Medium,Low,Pass,Auditory,0.30000000000000004,0.5800000000000001,0.3833333333333334,0.5,1.0,1.0
10813,18,72,2,1,2,1,0,26,0,5,0,63,47,1,0,3,Female,Yes,Yes,Yes,No,Medium,High,Medium,Fail,Auditory,0.30000000000000004,0.26,0.1166666666666667,1.0,0.0,0.0
10814,18,72,2,1,2,1,0,22,0,11,1,79,63,0,2,2,Female,Yes,Yes,No,Yes,Medium,Medium,Medium,Pass,Auditory,0.30000000000000004,0.5800000000000001,0.3833333333333334,1.0,1.0,1.0
10815,18,72,1,1,1,1,0,26,0,5,0,63,47,1,0,3,Female,Yes,Yes,Yes,No,Low,High,Low,Fail,Auditory,0.30000000000000004,0.26,0.1166666666666667,0.5,0.0,0.0
10816,18,72,1,1,1,1,0,22,0,11,1,79,63,0,2,2,Female,Yes,Yes,No,Yes,Low,Medium,Low,Pass,Auditory,0.30000000000000004,0.5800000000000001,0.3833333333333334,0.5,1.0,1.0
10817,18,72,1,1,2,0,0,26,0,5,0,63,47,1,0,3,Female,No,Yes,Yes,No,Medium,High,Low,Fail,Auditory,0.30000000000000004,0.26,0.1166666666666667,1.0,0.0,0.0
10818,18,72,1,1,2,0,0,22,0,11,1,79,63,0,2,2,Female,No,Yes,No,Yes,Medium,Medium,Low,Pass,Auditory,0.30000000000000004,0.5800000000000001,0.3833333333333334,1.0,1.0,1.0
10819,24,61,1,1,1,1,0,21,3,7,1,57,56,0,1,2,Female,Yes,Yes,No,Yes,Low,Low,Low,Pass,Visual,0.025000000000000133,0.14000000000000012,0.2666666666666667,0.5,0.5,1.0
10820,24,61,1,1,1,1,0,29,0,16,1,66,58,1,0,2,Female,Yes,Yes,Yes,Yes,Low,High,Low,Pass,Auditory,0.025000000000000133,0.32000000000000006,0.30000000000000004,0.5,0.0,1.0
10821,24,61,1,1,0,1,0,21,3,7,1,57,56,0,1,2,Female,Yes,Yes,No,Yes,High,Low,Low,Pass,Visual,0.025000000000000133,0.14000000000000012,0.2666666666666667,0.0,0.5,1.0
10822,24,61,1,1,0,1,0,29,0,16,1,66,58,1,0,2,Female,Yes,Yes,Yes,Yes,High,High,Low,Pass,Auditory,0.025000000000000133,0.32000000000000006,0.30000000000000004,0.0,0.0,1.0
10823,24,61,1,0,1,1,0,21,3,7,1,57,56,0,1,2,Female,Yes,No,No,Yes,Low,Low,Low,Pass,Visual,0.025000000000000133,0.14000000000000012,0.2666666666666667,0.5,0.5,1.0
10824,24,61,1,0,1,1,0,29,0,16,1,66,58,1,0,2,Female,Yes,No,Yes,Yes,Low,High,Low,Pass,Auditory,0.025000000000000133,0.32000000000000006,0.30000000000000004,0.5,0.0,1.0
10825,24,61,1,0,0,1,0,21,3,7,1,57,56,0,1,2,Female,Yes,No,No,Yes,High,Low,Low,Pass,Visual,0.025000000000000133,0.14000000000000012,0.2666666666666667,0.0,0.5,1.0
10826,24,61,1,0,0,1,0,29,0,16,1,66,58,1,0,2,Female,Yes,No,Yes,Yes,High,High,Low,Pass,Auditory,0.025000000000000133,0.32000000000000006,0.30000000000000004,0.0,0.0,1.0
10827,19,71,1,0,1,1,1,29,2,5,0,53,85,0,2,0,Male,Yes,No,No,No,Low,Medium,Low,Distinction,ReadWrite,0.27500000000000013,0.06000000000000005,0.7500000000000001,0.5,1.0,0.0
10828,19,71,1,0,1,1,1,19,1,8,1,84,66,0,1,2,Male,Yes,No,No,Yes,Low,Low,Low,Pass,Kinesthetic,0.27500000000000013,0.6799999999999999,0.43333333333333346,0.5,0.5,1.0
10829,19,71,2,1,2,1,1,29,2,5,0,53,85,0,2,0,Male,Yes,Yes,No,No,Medium,Medium,Medium,Distinction,ReadWrite,0.27500000000000013,0.06000000000000005,0.7500000000000001,1.0,1.0,0.0
10830,19,71,2,1,2,1,1,19,1,8,1,84,66,0,1,2,Male,Yes,Yes,No,Yes,Medium,Low,Medium,Pass,Kinesthetic,0.27500000000000013,0.6799999999999999,0.43333333333333346,1.0,0.5,1.0
10831,34,65,1,1,2,1,1,19,0,13,1,76,94,1,0,0,Male,Yes,Yes,Yes,Yes,Medium,High,Low,Distinction,Auditory,0.125,0.52,0.9,1.0,0.0,1.0
10832,34,65,1,1,2,1,1,27,0,10,0,58,56,1,0,2,Male,Yes,Yes,Yes,No,Medium,High,Low,Pass,Auditory,0.125,0.15999999999999992,0.2666666666666667,1.0,0.0,0.0
10833,34,65,1,1,2,1,1,22,3,2,1,54,70,0,2,1,Male,Yes,Yes,No,Yes,Medium,Medium,Low,Merit,Visual,0.125,0.08000000000000007,0.5000000000000001,1.0,1.0,1.0
10834,24,95,2,1,1,1,0,24,3,9,1,55,51,1,2,3,Female,Yes,Yes,Yes,Yes,Low,Medium,Medium,Fail,Visual,0.875,0.10000000000000009,0.18333333333333335,0.5,1.0,1.0
10835,24,95,2,1,1,1,0,20,0,0,1,62,73,1,2,1,Female,Yes,Yes,Yes,Yes,Low,Medium,Medium,Merit,Auditory,0.875,0.24,0.5499999999999999,0.5,1.0,1.0
10836,24,95,2,1,1,1,0,29,1,3,0,62,72,0,0,1,Female,Yes,Yes,No,No,Low,High,Medium,Merit,Kinesthetic,0.875,0.24,0.5333333333333333,0.5,0.0,0.0
10837,24,95,0,0,0,1,0,24,3,9,1,55,51,1,2,3,Female,Yes,No,Yes,Yes,High,Medium,High,Fail,Visual,0.875,0.10000000000000009,0.18333333333333335,0.0,1.0,1.0
10838,24,95,0,0,0,1,0,20,0,0,1,62,73,1,2,1,Female,Yes,No,Yes,Yes,High,Medium,High,Merit,Auditory,0.875,0.24,0.5499999999999999,0.0,1.0,1.0
10839,24,95,0,0,0,1,0,29,1,3,0,62,72,0,0,1,Female,Yes,No,No,No,High,High,High,Merit,Kinesthetic,0.875,0.24,0.5333333333333333,0.0,0.0,0.0
10840,24,95,0,1,2,1,0,24,3,9,1,55,51,1,2,3,Female,Yes,Yes,Yes,Yes,Medium,Medium,High,Fail,Visual,0.875,0.10000000000000009,0.18333333333333335,1.0,1.0,1.0
10841,24,95,0,1,2,1,0,20,0,0,1,62,73,1,2,1,Female,Yes,Yes,Yes,Yes,Medium,Medium,High,Merit,Auditory,0.875,0.24,0.5499999999999999,1.0,1.0,1.0
10842,24,95,0,1,2,1,0,29,1,3,0,62,72,0,0,1,Female,Yes,Yes,No,No,Medium,High,High,Merit,Kinesthetic,0.875,0.24,0.5333333333333333,1.0,0.0,0.0
10843,18,77,1,1,0,1,1,29,2,6,0,78,76,1,2,1,Male,Yes,Yes,Yes,No,High,Medium,Low,Merit,ReadWrite,0.42500000000000004,0.56,0.6,0.0,1.0,0.0
10844,18,77,1,1,0,1,1,24,0,15,0,97,66,1,1,2,Male,Yes,Yes,Yes,No,High,Low,Low,Pass,Auditory,0.42500000000000004,0.94,0.43333333333333346,0.0,0.5,0.0
10845,18,77,1,1,0,1,1,29,2,6,0,78,76,1,2,1,Male,Yes,Yes,Yes,No,High,Medium,Low,Merit,ReadWrite,0.42500000000000004,0.56,0.6,0.0,1.0,0.0
10846,18,77,1,1,0,1,1,24,0,15,0,97,66,1,1,2,Male,Yes,Yes,Yes,No,High,Low,Low,Pass,Auditory,0.42500000000000004,0.94,0.43333333333333346,0.0,0.5,0.0
10847,18,77,1,0,1,1,1,29,2,6,0,78,76,1,2,1,Male,Yes,No,Yes,No,Low,Medium,Low,Merit,ReadWrite,0.42500000000000004,0.56,0.6,0.5,1.0,0.0
10848,18,77,1,0,1,1,1,24,0,15,0,97,66,1,1,2,Male,Yes,No,Yes,No,Low,Low,Low,Pass,Auditory,0.42500000000000004,0.94,0.43333333333333346,0.5,0.5,0.0
10849,18,77,0,0,2,1,1,29,2,6,0,78,76,1,2,1,Male,Yes,No,Yes,No,Medium,Medium,High,Merit,ReadWrite,0.42500000000000004,0.56,0.6,1.0,1.0,0.0
10850,18,77,0,0,2,1,1,24,0,15,0,97,66,1,1,2,Male,Yes,No,Yes,No,Medium,Low,High,Pass,Auditory,0.42500000000000004,0.94,0.43333333333333346,1.0,0.5,0.0
10851,18,77,1,1,1,1,1,29,2,6,0,78,76,1,2,1,Male,Yes,Yes,Yes,No,Low,Medium,Low,Merit,ReadWrite,0.42500000000000004,0.56,0.6,0.5,1.0,0.0
10852,18,77,1,1,1,1,1,24,0,15,0,97,66,1,1,2,Male,Yes,Yes,Yes,No,Low,Low,Low,Pass,Auditory,0.42500000000000004,0.94,0.43333333333333346,0.5,0.5,0.0
10853,17,91,0,1,0,1,0,18,0,10,1,61,41,0,1,3,Female,Yes,Yes,No,Yes,High,Low,High,Fail,Auditory,0.7749999999999999,0.21999999999999997,0.01666666666666672,0.0,0.5,1.0
10854,17,91,1,1,2,1,0,18,0,10,1,61,41,0,1,3,Female,Yes,Yes,No,Yes,Medium,Low,Low,Fail,Auditory,0.7749999999999999,0.21999999999999997,0.01666666666666672,1.0,0.5,1.0
10855,17,91,2,0,2,1,0,18,0,10,1,61,41,0,1,3,Female,Yes,No,No,Yes,Medium,Low,Medium,Fail,Auditory,0.7749999999999999,0.21999999999999997,0.01666666666666672,1.0,0.5,1.0
10856,29,63,2,1,1,1,0,19,1,13,1,64,88,1,1,0,Female,Yes,Yes,Yes,Yes,Low,Low,Medium,Distinction,Kinesthetic,0.07500000000000018,0.28,0.7999999999999999,0.5,0.5,1.0
10857,13,96,1,0,1,1,0,25,3,11,1,77,92,1,1,0,Female,Yes,No,Yes,Yes,Low,Low,Low,Distinction,Visual,0.9000000000000004,0.54,0.8666666666666666,0.5,0.5,1.0
10858,13,96,1,0,1,1,0,24,1,7,1,95,100,1,0,0,Female,Yes,No,Yes,Yes,Low,High,Low,Distinction,Kinesthetic,0.9000000000000004,0.9000000000000001,1.0,0.5,0.0,1.0
10859,13,96,1,0,1,1,0,23,1,20,1,80,54,0,1,3,Female,Yes,No,No,Yes,Low,Low,Low,Fail,Kinesthetic,0.9000000000000004,0.6000000000000001,0.2333333333333334,0.5,0.5,1.0
10860,13,96,1,0,1,1,0,27,2,18,1,52,61,1,2,2,Female,Yes,No,Yes,Yes,Low,Medium,Low,Pass,ReadWrite,0.9000000000000004,0.040000000000000036,0.35,0.5,1.0,1.0
10861,13,96,1,0,1,1,0,25,2,0,0,86,84,0,2,1,Female,Yes,No,No,No,Low,Medium,Low,Merit,ReadWrite,0.9000000000000004,0.72,0.7333333333333333,0.5,1.0,0.0
10862,13,96,1,0,1,1,0,25,3,11,1,77,92,1,1,0,Female,Yes,No,Yes,Yes,Low,Low,Low,Distinction,Visual,0.9000000000000004,0.54,0.8666666666666666,0.5,0.5,1.0
10863,13,96,1,0,1,1,0,24,1,7,1,95,100,1,0,0,Female,Yes,No,Yes,Yes,Low,High,Low,Distinction,Kinesthetic,0.9000000000000004,0.9000000000000001,1.0,0.5,0.0,1.0
10864,13,96,1,0,1,1,0,23,1,20,1,80,54,0,1,3,Female,Yes,No,No,Yes,Low,Low,Low,Fail,Kinesthetic,0.9000000000000004,0.6000000000000001,0.2333333333333334,0.5,0.5,1.0
10865,13,96,1,0,1,1,0,27,2,18,1,52,61,1,2,2,Female,Yes,No,Yes,Yes,Low,Medium,Low,Pass,ReadWrite,0.9000000000000004,0.040000000000000036,0.35,0.5,1.0,1.0
10866,13,96,1,0,1,1,0,25,2,0,0,86,84,0,2,1,Female,Yes,No,No,No,Low,Medium,Low,Merit,ReadWrite,0.9000000000000004,0.72,0.7333333333333333,0.5,1.0,0.0
10867,10,73,2,1,0,1,0,18,1,7,1,97,71,1,2,1,Female,Yes,Yes,Yes,Yes,High,Medium,Medium,Merit,Kinesthetic,0.3250000000000002,0.94,0.5166666666666667,0.0,1.0,1.0
10868,10,73,2,1,0,1,0,25,2,10,0,89,87,1,1,0,Female,Yes,Yes,Yes,No,High,Low,Medium,Distinction,ReadWrite,0.3250000000000002,0.78,0.7833333333333333,0.0,0.5,0.0
10869,10,73,2,1,0,1,0,23,0,11,0,56,73,1,2,1,Female,Yes,Yes,Yes,No,High,Medium,Medium,Merit,Auditory,0.3250000000000002,0.1200000000000001,0.5499999999999999,0.0,1.0,0.0
10870,10,79,1,0,2,0,0,23,0,0,0,53,69,1,1,2,Female,No,No,Yes,No,Medium,Low,Low,Pass,Auditory,0.4750000000000001,0.06000000000000005,0.4833333333333333,1.0,0.5,0.0
10871,10,79,1,0,2,0,0,21,1,1,0,55,76,1,2,1,Female,No,No,Yes,No,Medium,Medium,Low,Merit,Kinesthetic,0.4750000000000001,0.10000000000000009,0.6,1.0,1.0,0.0
10872,10,79,1,0,2,0,0,19,3,9,1,97,79,1,2,1,Female,No,No,Yes,Yes,Medium,Medium,Low,Merit,Visual,0.4750000000000001,0.94,0.65,1.0,1.0,1.0
10873,18,98,2,1,0,1,0,23,1,14,0,84,66,0,0,2,Female,Yes,Yes,No,No,High,High,Medium,Pass,Kinesthetic,0.9500000000000002,0.6799999999999999,0.43333333333333346,0.0,0.0,0.0
10874,18,98,1,1,1,1,0,23,1,14,0,84,66,0,0,2,Female,Yes,Yes,No,No,Low,High,Low,Pass,Kinesthetic,0.9500000000000002,0.6799999999999999,0.43333333333333346,0.5,0.0,0.0
10875,18,98,1,1,0,1,0,23,1,14,0,84,66,0,0,2,Female,Yes,Yes,No,No,High,High,Low,Pass,Kinesthetic,0.9500000000000002,0.6799999999999999,0.43333333333333346,0.0,0.0,0.0
10876,28,72,1,1,0,0,1,18,2,20,0,55,68,0,1,2,Male,No,Yes,No,No,High,Low,Low,Pass,ReadWrite,0.30000000000000004,0.10000000000000009,0.4666666666666667,0.0,0.5,0.0
10877,28,72,1,1,0,0,1,20,0,17,0,81,76,0,2,1,Male,No,Yes,No,No,High,Medium,Low,Merit,Auditory,0.30000000000000004,0.6200000000000001,0.6,0.0,1.0,0.0
10878,28,72,1,1,0,0,1,19,3,9,1,93,97,0,2,0,Male,No,Yes,No,Yes,High,Medium,Low,Distinction,Visual,0.30000000000000004,0.8600000000000001,0.9500000000000001,0.0,1.0,1.0
10879,28,72,1,1,0,0,1,21,3,17,1,91,59,1,0,2,Male,No,Yes,Yes,Yes,High,High,Low,Pass,Visual,0.30000000000000004,0.8200000000000001,0.31666666666666665,0.0,0.0,1.0
10880,28,72,2,0,0,1,1,18,2,20,0,55,68,0,1,2,Male,Yes,No,No,No,High,Low,Medium,Pass,ReadWrite,0.30000000000000004,0.10000000000000009,0.4666666666666667,0.0,0.5,0.0
10881,28,72,2,0,0,1,1,20,0,17,0,81,76,0,2,1,Male,Yes,No,No,No,High,Medium,Medium,Merit,Auditory,0.30000000000000004,0.6200000000000001,0.6,0.0,1.0,0.0
10882,28,72,2,0,0,1,1,19,3,9,1,93,97,0,2,0,Male,Yes,No,No,Yes,High,Medium,Medium,Distinction,Visual,0.30000000000000004,0.8600000000000001,0.9500000000000001,0.0,1.0,1.0
10883,28,72,2,0,0,1,1,21,3,17,1,91,59,1,0,2,Male,Yes,No,Yes,Yes,High,High,Medium,Pass,Visual,0.30000000000000004,0.8200000000000001,0.31666666666666665,0.0,0.0,1.0
10884,28,72,1,1,1,1,1,18,2,20,0,55,68,0,1,2,Male,Yes,Yes,No,No,Low,Low,Low,Pass,ReadWrite,0.30000000000000004,0.10000000000000009,0.4666666666666667,0.5,0.5,0.0
10885,28,72,1,1,1,1,1,20,0,17,0,81,76,0,2,1,Male,Yes,Yes,No,No,Low,Medium,Low,Merit,Auditory,0.30000000000000004,0.6200000000000001,0.6,0.5,1.0,0.0
10886,28,72,1,1,1,1,1,19,3,9,1,93,97,0,2,0,Male,Yes,Yes,No,Yes,Low,Medium,Low,Distinction,Visual,0.30000000000000004,0.8600000000000001,0.9500000000000001,0.5,1.0,1.0
10887,28,72,1,1,1,1,1,21,3,17,1,91,59,1,0,2,Male,Yes,Yes,Yes,Yes,Low,High,Low,Pass,Visual,0.30000000000000004,0.8200000000000001,0.31666666666666665,0.5,0.0,1.0
10888,13,77,1,1,0,1,0,23,3,9,0,91,78,0,2,1,Female,Yes,Yes,No,No,High,Medium,Low,Merit,Visual,0.42500000000000004,0.8200000000000001,0.6333333333333334,0.0,1.0,0.0
10889,13,77,2,0,0,1,0,23,3,9,0,91,78,0,2,1,Female,Yes,No,No,No,High,Medium,Medium,Merit,Visual,0.42500000000000004,0.8200000000000001,0.6333333333333334,0.0,1.0,0.0
10890,23,83,1,1,0,1,1,21,1,4,1,91,84,1,2,1,Male,Yes,Yes,Yes,Yes,High,Medium,Low,Merit,Kinesthetic,0.5750000000000002,0.8200000000000001,0.7333333333333333,0.0,1.0,1.0
10891,23,83,1,1,0,1,1,19,1,13,0,84,74,1,2,1,Male,Yes,Yes,Yes,No,High,Medium,Low,Merit,Kinesthetic,0.5750000000000002,0.6799999999999999,0.5666666666666668,0.0,1.0,0.0
10892,23,83,1,1,0,1,1,18,0,9,1,76,67,1,0,2,Male,Yes,Yes,Yes,Yes,High,High,Low,Pass,Auditory,0.5750000000000002,0.52,0.45000000000000007,0.0,0.0,1.0
10893,23,83,2,1,0,1,1,21,1,4,1,91,84,1,2,1,Male,Yes,Yes,Yes,Yes,High,Medium,Medium,Merit,Kinesthetic,0.5750000000000002,0.8200000000000001,0.7333333333333333,0.0,1.0,1.0
10894,23,83,2,1,0,1,1,19,1,13,0,84,74,1,2,1,Male,Yes,Yes,Yes,No,High,Medium,Medium,Merit,Kinesthetic,0.5750000000000002,0.6799999999999999,0.5666666666666668,0.0,1.0,0.0
10895,23,83,2,1,0,1,1,18,0,9,1,76,67,1,0,2,Male,Yes,Yes,Yes,Yes,High,High,Medium,Pass,Auditory,0.5750000000000002,0.52,0.45000000000000007,0.0,0.0,1.0
10896,23,83,0,0,1,1,1,21,1,4,1,91,84,1,2,1,Male,Yes,No,Yes,Yes,Low,Medium,High,Merit,Kinesthetic,0.5750000000000002,0.8200000000000001,0.7333333333333333,0.5,1.0,1.0
10897,23,83,0,0,1,1,1,19,1,13,0,84,74,1,2,1,Male,Yes,No,Yes,No,Low,Medium,High,Merit,Kinesthetic,0.5750000000000002,0.6799999999999999,0.5666666666666668,0.5,1.0,0.0
10898,23,83,0,0,1,1,1,18,0,9,1,76,67,1,0,2,Male,Yes,No,Yes,Yes,Low,High,High,Pass,Auditory,0.5750000000000002,0.52,0.45000000000000007,0.5,0.0,1.0
10899,23,83,1,0,1,1,1,21,1,4,1,91,84,1,2,1,Male,Yes,No,Yes,Yes,Low,Medium,Low,Merit,Kinesthetic,0.5750000000000002,0.8200000000000001,0.7333333333333333,0.5,1.0,1.0
10900,23,83,1,0,1,1,1,19,1,13,0,84,74,1,2,1,Male,Yes,No,Yes,No,Low,Medium,Low,Merit,Kinesthetic,0.5750000000000002,0.6799999999999999,0.5666666666666668,0.5,1.0,0.0
10901,23,83,1,0,1,1,1,18,0,9,1,76,67,1,0,2,Male,Yes,No,Yes,Yes,Low,High,Low,Pass,Auditory,0.5750000000000002,0.52,0.45000000000000007,0.5,0.0,1.0
10902,27,83,2,1,1,1,1,29,0,2,1,65,41,0,2,3,Male,Yes,Yes,No,Yes,Low,Medium,Medium,Fail,Auditory,0.5750000000000002,0.30000000000000004,0.01666666666666672,0.5,1.0,1.0
10903,27,83,1,1,1,1,1,29,0,2,1,65,41,0,2,3,Male,Yes,Yes,No,Yes,Low,Medium,Low,Fail,Auditory,0.5750000000000002,0.30000000000000004,0.01666666666666672,0.5,1.0,1.0
10904,27,83,0,0,1,1,1,29,0,2,1,65,41,0,2,3,Male,Yes,No,No,Yes,Low,Medium,High,Fail,Auditory,0.5750000000000002,0.30000000000000004,0.01666666666666672,0.5,1.0,1.0
10905,23,99,1,0,0,1,0,18,0,19,1,80,50,1,1,3,Female,Yes,No,Yes,Yes,High,Low,Low,Fail,Auditory,0.9750000000000001,0.6000000000000001,0.16666666666666674,0.0,0.5,1.0
10906,23,99,2,0,2,1,0,18,0,19,1,80,50,1,1,3,Female,Yes,No,Yes,Yes,Medium,Low,Medium,Fail,Auditory,0.9750000000000001,0.6000000000000001,0.16666666666666674,1.0,0.5,1.0
10907,23,99,1,0,2,1,0,18,0,19,1,80,50,1,1,3,Female,Yes,No,Yes,Yes,Medium,Low,Low,Fail,Auditory,0.9750000000000001,0.6000000000000001,0.16666666666666674,1.0,0.5,1.0
10908,15,62,2,0,1,1,1,25,2,7,0,50,90,1,1,0,Male,Yes,No,Yes,No,Low,Low,Medium,Distinction,ReadWrite,0.050000000000000044,0.0,0.8333333333333334,0.5,0.5,0.0
10909,15,62,2,0,1,1,1,28,0,19,1,67,82,1,1,1,Male,Yes,No,Yes,Yes,Low,Low,Medium,Merit,Auditory,0.050000000000000044,0.3400000000000001,0.7000000000000001,0.5,0.5,1.0
10910,15,62,2,0,0,1,1,25,2,7,0,50,90,1,1,0,Male,Yes,No,Yes,No,High,Low,Medium,Distinction,ReadWrite,0.050000000000000044,0.0,0.8333333333333334,0.0,0.5,0.0
10911,15,62,2,0,0,1,1,28,0,19,1,67,82,1,1,1,Male,Yes,No,Yes,Yes,High,Low,Medium,Merit,Auditory,0.050000000000000044,0.3400000000000001,0.7000000000000001,0.0,0.5,1.0
10912,33,88,0,0,1,1,1,19,0,9,0,58,57,1,2,2,Male,Yes,No,Yes,No,Low,Medium,High,Pass,Auditory,0.7000000000000002,0.15999999999999992,0.2833333333333333,0.5,1.0,0.0
10913,33,88,0,0,1,1,1,22,0,2,1,91,75,0,0,1,Male,Yes,No,No,Yes,Low,High,High,Merit,Auditory,0.7000000000000002,0.8200000000000001,0.5833333333333334,0.5,0.0,1.0
10914,33,88,0,0,1,1,1,21,0,13,0,78,98,1,1,0,Male,Yes,No,Yes,No,Low,Low,High,Distinction,Auditory,0.7000000000000002,0.56,0.9666666666666667,0.5,0.5,0.0
10915,10,94,1,1,2,1,1,21,2,0,0,60,88,0,1,0,Male,Yes,Yes,No,No,Medium,Low,Low,Distinction,ReadWrite,0.8500000000000001,0.19999999999999996,0.7999999999999999,1.0,0.5,0.0
10916,10,94,0,0,1,1,1,21,2,0,0,60,88,0,1,0,Male,Yes,No,No,No,Low,Low,High,Distinction,ReadWrite,0.8500000000000001,0.19999999999999996,0.7999999999999999,0.5,0.5,0.0
10917,10,94,1,0,0,1,1,21,2,0,0,60,88,0,1,0,Male,Yes,No,No,No,High,Low,Low,Distinction,ReadWrite,0.8500000000000001,0.19999999999999996,0.7999999999999999,0.0,0.5,0.0
10918,10,94,2,0,1,1,1,21,2,0,0,60,88,0,1,0,Male,Yes,No,No,No,Low,Low,Medium,Distinction,ReadWrite,0.8500000000000001,0.19999999999999996,0.7999999999999999,0.5,0.5,0.0
10919,32,97,0,1,0,1,0,26,0,9,1,72,86,1,2,0,Female,Yes,Yes,Yes,Yes,High,Medium,High,Distinction,Auditory,0.9250000000000003,0.43999999999999995,0.7666666666666667,0.0,1.0,1.0
10920,32,97,0,1,0,1,0,25,0,7,1,77,83,1,0,1,Female,Yes,Yes,Yes,Yes,High,High,High,Merit,Auditory,0.9250000000000003,0.54,0.7166666666666667,0.0,0.0,1.0
10921,32,97,0,1,0,1,0,21,0,12,0,94,85,1,0,0,Female,Yes,Yes,Yes,No,High,High,High,Distinction,Auditory,0.9250000000000003,0.8800000000000001,0.7500000000000001,0.0,0.0,0.0
10922,32,97,0,1,0,1,0,28,0,7,1,50,79,1,2,1,Female,Yes,Yes,Yes,Yes,High,Medium,High,Merit,Auditory,0.9250000000000003,0.0,0.65,0.0,1.0,1.0
10923,32,97,1,1,1,1,0,26,0,9,1,72,86,1,2,0,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Distinction,Auditory,0.9250000000000003,0.43999999999999995,0.7666666666666667,0.5,1.0,1.0
10924,32,97,1,1,1,1,0,25,0,7,1,77,83,1,0,1,Female,Yes,Yes,Yes,Yes,Low,High,Low,Merit,Auditory,0.9250000000000003,0.54,0.7166666666666667,0.5,0.0,1.0
10925,32,97,1,1,1,1,0,21,0,12,0,94,85,1,0,0,Female,Yes,Yes,Yes,No,Low,High,Low,Distinction,Auditory,0.9250000000000003,0.8800000000000001,0.7500000000000001,0.5,0.0,0.0
10926,32,97,1,1,1,1,0,28,0,7,1,50,79,1,2,1,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Merit,Auditory,0.9250000000000003,0.0,0.65,0.5,1.0,1.0
10927,19,85,2,0,0,1,1,19,3,9,1,83,61,0,1,2,Male,Yes,No,No,Yes,High,Low,Medium,Pass,Visual,0.625,0.6600000000000001,0.35,0.0,0.5,1.0
10928,19,85,2,0,0,1,1,27,1,15,1,100,94,1,0,0,Male,Yes,No,Yes,Yes,High,High,Medium,Distinction,Kinesthetic,0.625,1.0,0.9,0.0,0.0,1.0
10929,19,85,1,0,0,1,1,19,3,9,1,83,61,0,1,2,Male,Yes,No,No,Yes,High,Low,Low,Pass,Visual,0.625,0.6600000000000001,0.35,0.0,0.5,1.0
10930,19,85,1,0,0,1,1,27,1,15,1,100,94,1,0,0,Male,Yes,No,Yes,Yes,High,High,Low,Distinction,Kinesthetic,0.625,1.0,0.9,0.0,0.0,1.0
10931,19,85,2,0,0,1,1,19,3,9,1,83,61,0,1,2,Male,Yes,No,No,Yes,High,Low,Medium,Pass,Visual,0.625,0.6600000000000001,0.35,0.0,0.5,1.0
